year,nuts2,nuts3,objective_inequality_index,income_gap,access_to_services,poverty_risk_rate,perceived_injustice,perceived_unfairness,life_satisfaction,economic_optimism,civic_participation,voter_turnout,protest_activity,associational_membership,democratic_trust,institutional_trust,political_efficacy,corruption_perception,media_access_index,local_media_presence,digital_literacy,internet_coverage
2020,DEE0,DEE0D,40.8,2.5,38.3,58.3,39.0,89.3,81.2,91.0,44.5,27.6,61.3,,42.9,39.5,8.5,19.4,54.4,,54.4,
2021,DEE0,DEE0D,54.4,,,54.4,93.2,93.2,,,52.5,26.6,65.3,65.5,44.5,43.2,8.8,18.4,47.9,54.3,52.1,37.4
2022,DEE0,DEE0D,38.6,1.2,43.8,58.4,49.9,89.3,,89.5,66.7,,65.8,67.5,45.0,42.7,11.2,18.9,45.9,55.6,,36.1
2023,DEE0,DEE0D,28.5,0.0,43.0,,52.4,90.8,,86.0,47.3,26.1,,68.6,61.7,41.3,,17.9,46.5,55.5,49.6,34.4
2024,DEE0,DEE0D,30.3,2.8,42.1,,40.8,93.1,83.4,87.2,49.9,28.5,,71.3,44.7,39.1,10.2,15.3,48.0,59.5,47.6,36.8
2025,DEE0,DEE0D,39.6,5.9,44.6,57.4,,,,,51.0,30.4,,71.6,60.4,39.7,,19.0,47.0,58.9,43.9,38.1
2026,DEE0,DEE0D,33.0,8.5,,57.6,38.7,90.1,83.9,90.0,71.7,,71.7,,44.9,,12.5,22.8,47.4,60.2,43.6,38.4
2016,DEE0,DEE0E,56.2,94.3,42.4,16.6,32.2,,36.9,98.8,65.1,,87.8,42.4,58.6,65.9,70.8,60.9,22.6,13.4,,31.8
2017,DEE0,DEE0E,56.1,96.0,46.1,18.5,48.0,93.2,,97.3,81.3,76.4,86.3,,38.0,,,62.0,38.2,12.4,70.5,31.7
2018,DEE0,DEE0E,56.3,93.8,,18.9,52.5,89.3,36.9,94.9,69.3,78.4,86.7,42.7,54.6,69.3,,60.0,37.2,12.8,68.4,30.4
2019,DEE0,DEE0E,75.0,95.7,45.8,,74.7,89.8,40.4,,59.9,80.9,,38.8,58.6,68.2,70.9,63.4,39.8,10.7,68.9,
2020,DEE0,DEE0E,58.3,99.1,,17.5,51.1,92.5,42.4,96.8,72.4,84.7,90.6,41.9,60.8,70.0,74.6,62.1,32.0,7.1,65.1,23.7
2021,DEE0,DEE0E,57.0,100.0,43.1,14.1,57.5,,42.5,,72.8,82.9,92.4,43.0,72.2,67.0,77.5,,32.2,11.0,62.3,23.4
2022,DEE0,DEE0E,79.7,99.1,39.7,,28.5,,44.8,98.2,72.9,81.6,90.4,46.8,61.4,67.1,79.7,62.5,34.7,14.9,63.7,25.6
2023,DEE0,DEE0E,55.0,95.3,43.1,12.8,49.5,93.7,,94.7,71.3,79.6,86.8,47.6,59.1,,79.2,61.0,37.9,14.9,60.9,
2024,DEE0,DEE0E,95.2,95.2,,,47.2,92.0,,97.5,73.5,82.4,90.1,47.9,59.0,,78.7,60.8,22.4,18.5,,26.3
2025,DEE0,DEE0E,52.0,93.2,45.2,8.0,50.6,91.6,46.2,93.6,72.9,83.3,89.3,46.0,36.2,,,63.8,34.9,20.2,57.6,27.0
2026,DEE0,DEE0E,50.3,94.3,,6.3,49.4,91.1,,92.2,88.2,83.3,93.0,,38.8,,,61.2,36.3,16.2,56.4,
2016,DEF0,DEF01,10.5,,82.2,3.2,53.8,58.3,,50.6,,,,,46.2,,26.7,34.3,75.0,58.3,91.8,
2017,DEF0,DEF01,9.3,,83.5,2.2,40.5,60.9,92.7,46.7,48.3,82.2,19.0,43.8,48.2,54.0,28.0,37.4,90.3,,89.0,91.7
2018,DEF0,DEF01,8.8,,82.4,0.0,32.6,,90.4,44.3,33.2,,22.9,43.6,59.9,56.6,,36.9,80.4,58.8,92.3,90.2
2019,DEF0,DEF01,16.1,32.5,84.1,0.0,33.0,,89.6,44.5,46.7,74.7,19.4,45.9,42.8,56.8,28.9,,74.8,57.9,,91.7
2020,DEF0,DEF01,16.6,34.6,84.7,0.0,43.2,60.4,86.1,44.8,47.7,76.3,17.5,49.3,49.1,58.3,32.7,43.7,74.0,56.4,91.7,
2021,DEF0,DEF01,17.8,34.4,81.0,0.0,32.2,,90.0,45.6,15.7,,15.7,,48.0,60.9,30.1,47.0,80.0,52.9,95.5,91.7
2022,DEF0,DEF01,10.2,,79.6,0.0,60.6,60.6,,,43.7,75.5,11.9,,45.6,59.3,26.8,49.2,76.7,56.8,96.5,
2023,DEF0,DEF01,17.0,33.2,82.2,0.0,39.4,61.2,96.7,46.4,43.6,75.3,13.5,42.1,45.4,56.7,28.3,48.7,82.8,57.6,98.0,92.9
2024,DEF0,DEF01,16.5,32.3,82.8,0.0,28.2,,95.6,48.1,42.3,75.0,13.1,38.9,54.0,54.0,,,82.5,56.7,94.6,96.3
2025,DEF0,DEF01,19.8,34.6,78.9,3.7,53.9,57.2,,49.5,44.2,76.0,12.5,,29.6,,29.6,,83.5,57.4,97.4,95.6
2026,DEF0,DEF01,17.5,34.6,,0.4,30.4,58.7,97.9,,44.4,79.2,9.5,,53.3,53.3,,,79.2,60.3,98.2,
2016,DEF0,DEF02,42.2,6.1,72.4,92.9,36.0,59.1,87.2,,64.4,35.1,81.5,76.7,85.8,77.0,88.8,8.4,64.6,72.3,,56.9
2017,DEF0,DEF02,61.1,,72.6,94.8,34.3,58.0,84.9,70.1,54.7,35.4,,74.0,84.9,77.5,89.4,12.1,61.8,69.7,,53.8
2018,DEF0,DEF02,46.5,11.1,69.2,97.5,32.3,54.5,85.1,72.5,60.2,38.6,81.9,,86.6,79.0,91.2,10.4,43.2,71.5,15.0,
2019,DEF0,DEF02,20.8,8.2,66.6,,32.3,51.9,81.8,73.1,78.6,,80.4,76.7,88.4,81.4,92.3,8.4,47.9,75.2,18.7,49.8
2020,DEF0,DEF02,23.0,8.7,62.8,,48.8,48.8,,,57.6,36.2,,78.9,87.4,78.6,94.0,10.4,72.9,72.9,,
2021,DEF0,DEF02,46.8,9.7,65.8,96.5,47.7,47.7,,,63.9,38.0,77.7,76.0,86.6,78.4,91.4,10.0,61.1,69.3,,53.0
2022,DEF0,DEF02,,,,,22.8,,,77.2,65.3,39.7,81.6,74.6,88.0,,88.0,,11.7,,11.7,
2023,DEF0,DEF02,43.0,8.7,68.7,88.9,22.6,,75.7,79.0,78.8,,80.4,77.2,84.5,73.4,84.1,4.0,39.0,67.0,11.1,
2024,DEF0,DEF02,61.2,,68.6,91.0,36.4,48.2,75.5,,58.9,40.2,,77.6,83.6,73.0,85.7,7.9,41.7,66.7,9.9,48.6
2025,DEF0,DEF02,19.2,10.2,71.8,,32.4,50.0,71.5,81.3,65.3,38.9,81.6,75.5,83.6,75.9,85.6,10.7,57.4,70.2,,44.6
2026,DEF0,DEF02,44.7,12.5,73.6,95.3,35.0,53.0,68.6,79.3,61.3,40.9,81.8,,82.0,73.1,84.3,11.3,42.8,70.9,14.3,43.2
2016,FI1C,FI1C1,34.9,10.5,,59.3,30.9,7.6,91.3,23.7,59.6,52.1,78.5,48.1,60.4,23.4,78.9,21.2,60.1,34.3,92.8,53.3
2017,FI1C,FI1C1,26.8,8.8,55.3,,29.7,4.1,89.2,25.8,64.4,48.9,79.9,,61.4,26.8,77.4,19.9,59.8,33.0,92.9,53.5
2018,FI1C,FI1C1,57.7,,,57.7,30.3,7.2,87.0,29.3,64.3,45.3,83.3,,79.8,,77.3,17.7,60.3,33.7,95.9,51.4
2019,FI1C,FI1C1,34.7,8.4,60.3,56.1,11.1,11.1,,,45.7,45.7,,,51.5,26.2,76.7,,59.4,31.1,96.8,50.4
2020,FI1C,FI1C1,33.6,8.6,60.1,52.2,40.8,,90.9,27.6,60.9,44.5,86.1,52.2,61.2,29.4,77.5,23.4,58.8,33.4,93.0,49.9
2021,FI1C,FI1C1,36.0,9.8,56.4,54.6,29.8,8.2,91.4,27.5,61.5,47.0,85.5,51.9,62.4,32.0,77.0,21.8,43.5,35.3,,51.8
2022,FI1C,FI1C1,37.1,13.5,54.6,52.3,37.0,,94.5,31.5,60.0,43.4,82.1,54.6,61.3,29.4,77.5,23.1,58.6,35.5,91.7,48.7
2023,FI1C,FI1C1,29.9,10.7,50.9,,9.0,9.7,91.7,,58.7,45.1,78.9,52.1,55.7,32.9,78.5,,58.2,32.8,90.9,51.0
2024,FI1C,FI1C1,36.8,12.9,50.1,47.5,12.0,12.0,,,76.5,,76.5,,52.9,30.1,,24.3,59.0,32.7,91.0,53.2
2025,FI1C,FI1C1,35.5,12.7,52.1,45.8,42.1,11.0,,26.8,57.0,38.5,77.8,54.8,64.3,31.7,82.8,21.5,56.8,30.3,89.9,50.3
2026,FI1C,FI1C1,44.5,,54.9,43.9,39.7,,90.2,30.4,64.0,,75.8,52.3,56.0,28.9,83.0,,56.1,27.0,90.1,51.2
2016,FI1C,FI1C2,63.5,54.0,34.4,71.0,14.4,7.3,94.3,69.8,56.4,67.0,45.8,,38.6,,63.2,86.0,63.1,71.4,42.3,75.5
2017,FI1C,FI1C2,63.2,53.6,36.5,72.5,15.5,5.1,90.3,68.2,46.7,67.9,43.5,28.6,37.7,38.5,59.7,85.2,62.0,71.1,42.3,72.5
2018,FI1C,FI1C2,55.6,50.6,39.4,,15.7,6.7,88.2,71.5,46.1,66.2,42.4,29.6,38.7,35.8,63.1,82.8,62.7,71.2,40.8,76.2
2019,FI1C,FI1C2,60.9,53.3,40.3,69.8,20.6,,86.3,72.4,47.4,65.5,46.3,30.3,39.3,33.3,64.1,79.4,58.5,,41.6,75.3
2020,FI1C,FI1C2,60.7,55.7,42.9,69.2,16.0,6.7,88.3,70.5,45.9,62.4,43.0,32.3,39.5,32.8,62.7,77.1,72.7,71.7,,73.6
2021,FI1C,FI1C2,55.0,,45.0,,19.5,10.4,85.1,66.9,35.4,,39.6,31.2,42.2,,61.2,76.8,74.5,,,74.5
2022,FI1C,FI1C2,58.7,,41.3,,18.7,12.9,86.3,70.5,52.2,61.0,43.5,,43.3,,62.4,75.8,59.7,66.5,40.1,72.6
2023,FI1C,FI1C2,54.0,52.1,44.2,,15.4,,84.6,,46.0,64.2,,27.7,30.6,37.2,,76.1,57.5,,40.1,74.9
2024,FI1C,FI1C2,56.5,48.9,46.0,66.7,17.8,13.4,86.6,73.4,43.9,60.5,47.4,23.8,42.6,40.3,59.9,72.3,60.2,60.9,41.5,78.3
2025,FI1C,FI1C2,53.9,45.2,46.7,63.1,23.4,,,76.6,51.4,57.0,45.8,,42.8,,59.6,73.9,61.8,61.7,42.4,81.4
2026,FI1C,FI1C2,50.5,44.4,43.4,,15.3,13.5,92.7,74.9,38.9,53.9,42.4,20.3,31.4,33.6,,70.8,63.2,61.9,43.1,84.6
2016,FI1C,FI1C5,68.2,56.3,,80.2,35.6,87.0,99.5,80.7,46.8,58.8,34.8,,47.4,17.7,49.2,24.7,26.4,,25.2,27.5
2017,FI1C,FI1C5,75.5,,27.5,78.6,33.3,84.2,100.0,84.3,63.3,59.5,,67.1,46.8,15.1,45.9,20.7,25.2,,26.3,24.2
2018,FI1C,FI1C5,66.2,51.5,28.7,75.8,49.8,86.9,,87.3,51.7,57.9,33.8,63.4,63.4,,44.0,17.3,48.5,93.4,24.9,27.1
2019,FI1C,FI1C5,65.8,50.5,31.5,78.4,33.2,84.3,100.0,84.8,55.3,55.3,,,48.2,18.3,41.9,15.6,29.8,,28.6,30.9
2020,FI1C,FI1C5,59.9,51.6,31.8,,41.9,82.8,98.9,,64.6,,,64.6,45.6,15.7,40.4,19.4,63.1,95.1,31.2,
2021,FI1C,FI1C5,74.9,,29.1,78.9,34.9,84.1,100.0,79.3,52.3,58.1,34.9,64.0,45.4,12.0,40.5,16.4,33.6,,30.9,36.3
2022,FI1C,FI1C5,65.4,51.1,29.8,75.0,34.3,84.2,100.0,81.3,51.3,,38.5,64.1,25.0,8.8,41.3,,30.0,,27.0,33.0
2023,FI1C,FI1C5,67.3,52.5,28.4,77.8,81.5,81.5,,,43.6,50.3,36.9,,6.2,6.2,,,52.3,96.5,27.5,32.8
2024,FI1C,FI1C5,71.8,,31.5,75.0,53.8,83.7,,76.2,49.6,48.1,36.9,63.8,22.1,4.9,39.2,,63.0,99.3,26.6,
2025,FI1C,FI1C5,66.4,56.6,34.1,76.8,36.7,83.2,98.8,74.2,49.5,50.0,36.1,62.5,40.9,1.8,39.2,18.4,51.1,97.0,24.1,32.1
2026,FI1C,FI1C5,67.4,60.5,36.5,78.1,25.5,,,74.5,58.2,50.2,,66.2,43.2,1.2,,14.8,50.2,99.5,20.8,30.2
2016,FI1C,FI1C6,23.8,30.7,70.4,11.0,13.9,16.2,,88.4,76.4,98.3,,54.5,41.9,31.8,67.5,73.7,94.2,,99.5,88.9
2017,FI1C,FI1C6,32.0,32.4,68.3,,14.2,18.2,88.8,86.9,54.1,100.0,11.5,50.8,41.4,31.9,67.8,75.5,65.0,30.1,100.0,
2018,FI1C,FI1C6,26.2,28.5,66.7,16.8,13.2,15.2,85.0,90.6,55.7,100.0,11.4,,42.7,35.3,68.7,76.0,72.5,27.2,97.8,92.5
2019,FI1C,FI1C6,24.3,29.6,70.0,13.3,14.2,12.3,83.9,,54.3,100.0,14.7,48.2,44.8,,68.8,79.2,74.2,29.2,100.0,93.3
2020,FI1C,FI1C6,32.0,33.1,69.1,,12.0,13.0,,88.9,71.2,96.4,,46.0,40.8,33.2,65.9,76.7,71.2,27.3,96.7,89.6
2021,FI1C,FI1C6,22.1,36.3,,8.0,13.1,15.2,,89.1,47.3,,,47.3,40.1,31.0,64.6,75.4,95.2,,96.9,93.5
2022,FI1C,FI1C6,22.9,34.4,,11.3,14.4,17.6,89.0,85.3,52.1,95.8,8.4,,40.9,33.9,66.2,77.4,72.6,28.0,97.2,92.6
2023,FI1C,FI1C6,27.0,35.9,68.7,13.7,14.8,16.6,87.0,,69.5,97.8,,41.1,18.9,,,81.1,96.7,,98.2,95.1
2024,FI1C,FI1C6,26.1,38.8,70.5,9.9,14.9,16.1,89.3,82.1,49.9,99.3,9.9,40.4,38.7,31.7,68.8,84.3,60.8,25.0,,96.6
2025,FI1C,FI1C6,25.6,38.4,71.0,9.5,13.4,16.8,92.3,84.4,67.5,97.5,,37.6,40.4,34.8,68.0,81.6,71.6,21.5,96.5,96.8
2026,FI1C,FI1C6,24.9,37.5,69.6,6.8,15.1,17.0,,86.8,46.8,97.0,3.4,39.9,41.4,36.9,67.4,80.0,71.9,23.6,96.6,95.5
2016,FI1C,FI1C7,83.2,95.7,40.0,94.0,69.7,,57.8,2.9,65.5,30.3,92.6,73.6,56.6,56.6,,,37.5,,11.5,63.6
2017,FI1C,FI1C7,83.1,94.5,38.3,93.1,46.6,49.4,56.1,,53.0,33.0,,73.1,47.5,57.9,,62.8,72.0,80.7,,63.3
2018,FI1C,FI1C7,80.8,97.8,36.3,,45.8,45.8,,,91.3,,91.3,,52.9,55.7,50.0,,46.8,84.6,9.1,
2019,FI1C,FI1C7,83.3,95.0,37.1,91.9,61.9,43.1,56.2,1.2,65.0,32.5,94.0,68.5,47.2,58.4,48.4,65.2,45.5,84.5,6.5,
2020,FI1C,FI1C7,93.1,98.3,,87.9,63.6,44.7,53.8,0.0,64.4,29.3,93.9,69.9,47.7,55.5,50.7,63.2,53.9,85.9,8.2,67.7
2021,FI1C,FI1C7,80.5,97.8,41.0,84.7,63.5,44.2,53.8,0.0,65.0,31.5,91.1,72.3,36.0,,,64.0,39.2,,8.3,70.2
2022,FI1C,FI1C7,92.6,100.0,,85.2,63.6,47.3,53.0,3.5,53.5,30.9,,76.2,46.3,50.9,48.3,60.3,52.9,85.6,6.4,66.8
2023,FI1C,FI1C7,100.0,100.0,,,47.5,45.7,50.8,,60.6,27.7,93.5,,44.0,,47.5,59.4,50.8,85.1,4.4,62.9
2024,FI1C,FI1C7,81.3,98.4,37.5,83.0,63.3,44.7,49.8,5.1,66.7,28.7,94.8,76.6,46.3,44.5,49.9,55.5,42.9,83.6,2.3,
2025,FI1C,FI1C7,95.1,95.1,,,69.3,44.9,,6.3,66.5,26.0,93.5,80.1,47.6,43.8,50.5,51.6,42.8,82.6,2.9,
2026,FI1C,FI1C7,77.8,95.5,40.4,78.4,72.4,,45.7,9.5,66.5,22.1,95.0,82.4,47.0,40.6,49.9,49.6,49.1,84.7,3.7,58.9
2016,FI1D,FI1D5,50.6,,19.3,20.5,58.7,60.0,37.0,46.8,92.7,98.0,95.5,84.7,36.8,51.0,1.1,41.6,41.5,99.1,7.2,18.1
2017,FI1D,FI1D5,49.5,47.6,16.2,17.0,58.4,61.4,40.0,46.3,93.1,100.0,96.3,83.1,,,,,56.9,95.9,,17.9
2018,FI1D,FI1D5,45.5,45.5,,,56.9,60.0,40.2,49.1,91.7,100.0,92.8,82.4,37.1,53.5,3.4,45.7,40.3,94.7,5.9,20.3
2019,FI1D,FI1D5,48.9,47.0,19.1,18.7,57.9,61.0,41.8,45.5,88.9,,92.9,84.9,36.9,51.6,5.6,46.6,54.9,92.2,,17.5
2020,FI1D,FI1D5,47.5,,22.3,17.3,58.0,63.4,43.6,45.8,91.3,99.3,89.6,85.0,31.2,,6.5,44.1,50.9,88.2,,13.6
2021,FI1D,FI1D5,45.5,,25.3,16.4,58.5,62.4,45.5,,89.2,95.7,90.1,81.7,30.3,,6.8,46.2,37.5,91.7,10.1,10.8
2022,FI1D,FI1D5,45.6,42.9,23.8,17.6,58.0,60.4,44.4,,89.8,99.4,90.7,79.2,29.1,,4.9,46.8,49.9,88.9,,10.9
2023,FI1D,FI1D5,44.4,39.2,23.2,17.3,58.1,59.6,41.6,43.7,89.7,99.5,,79.9,38.3,55.6,4.2,45.0,52.2,91.7,12.8,
2024,FI1D,FI1D5,59.2,40.0,21.5,,58.5,60.0,,42.9,93.7,96.2,91.1,,34.6,52.1,0.4,48.7,88.9,88.9,,
2025,FI1D,FI1D5,44.3,37.3,20.8,16.4,57.7,,40.2,44.4,89.8,98.9,87.3,83.2,35.5,51.9,2.8,48.1,36.3,86.2,17.4,5.2
2026,FI1D,FI1D5,26.0,38.8,,13.2,56.0,,43.7,44.2,91.5,99.8,90.1,84.5,55.4,55.4,,44.6,33.9,82.3,14.1,5.3
2016,FI1D,FI1D7,50.7,60.3,56.6,48.4,23.8,,58.7,93.7,24.8,,24.8,,55.8,57.4,39.8,29.9,58.7,,98.6,18.8
2017,FI1D,FI1D7,53.8,62.5,54.9,,30.1,42.6,59.2,93.2,47.2,13.3,,81.2,57.0,59.9,41.6,30.4,12.1,4.6,,19.7
2018,FI1D,FI1D7,52.0,60.0,53.2,49.2,38.7,38.9,61.5,,37.7,10.8,23.9,78.5,55.7,58.7,37.9,29.5,40.5,2.4,100.0,19.1
2019,FI1D,FI1D7,53.1,61.5,51.3,49.1,19.4,,64.6,96.6,47.8,,20.1,75.4,56.6,61.3,40.2,31.6,12.0,4.8,,19.2
2020,FI1D,FI1D7,61.4,61.4,,,24.4,42.5,,93.7,15.7,7.7,23.6,,67.2,,,32.8,40.6,5.7,100.0,16.2
2021,FI1D,FI1D7,58.7,62.5,,54.9,26.2,39.6,70.4,90.7,37.5,7.9,24.1,80.5,53.1,,37.4,31.2,38.6,6.3,96.1,13.5
2022,FI1D,FI1D7,56.4,66.0,48.8,52.1,32.7,37.3,71.9,,52.4,,26.9,77.9,52.0,,35.2,31.2,38.3,5.6,93.6,15.6
2023,FI1D,FI1D7,56.5,64.5,,48.6,26.9,39.0,68.5,89.8,81.4,,,81.4,51.5,,34.0,30.9,38.2,8.6,92.3,13.8
2024,FI1D,FI1D7,53.8,61.4,,46.3,27.3,39.4,69.7,87.9,36.9,1.0,27.5,82.3,55.8,63.7,33.5,29.8,36.0,6.5,90.6,10.9
2025,FI1D,FI1D7,52.7,64.6,50.2,43.8,29.1,41.2,68.2,85.6,38.4,0.0,30.5,84.7,50.0,,30.0,30.0,52.0,,93.8,10.2
2026,FI1D,FI1D7,53.3,,46.7,,28.5,42.0,70.1,86.5,27.9,,27.9,,45.9,65.7,26.0,,8.8,8.7,,9.0
2016,FI1D,FI1D8,15.7,8.6,88.3,26.7,65.2,,13.3,56.2,65.8,69.4,82.3,45.8,54.2,,61.9,53.4,84.2,,87.1,81.4
2017,FI1D,FI1D8,14.8,6.0,90.9,29.2,69.9,72.1,9.3,53.1,,,,,65.3,66.7,64.0,,68.2,33.5,87.8,83.2
2018,FI1D,FI1D8,5.5,,94.5,,70.1,72.3,9.6,52.4,67.5,71.9,86.4,44.1,58.0,69.3,61.8,57.1,55.5,30.9,,80.1
2019,FI1D,FI1D8,17.9,5.4,,30.5,60.7,74.6,,53.2,68.0,74.4,85.0,44.7,59.5,71.2,62.4,55.2,64.9,30.3,87.5,77.0
2020,FI1D,FI1D8,20.8,,88.4,30.1,71.1,76.3,11.7,51.3,68.3,75.7,83.5,45.6,55.3,,63.4,52.8,66.1,30.6,86.7,80.9
2021,FI1D,FI1D8,17.1,7.8,86.1,29.6,63.7,78.7,,51.4,68.1,77.9,80.5,45.8,61.7,72.5,62.7,50.1,57.5,30.0,84.9,
2022,FI1D,FI1D8,19.2,8.0,,30.4,87.2,80.8,6.3,,65.5,75.1,78.5,43.0,58.5,68.8,,51.7,81.8,,83.5,80.2
2023,FI1D,FI1D8,23.8,,85.8,33.3,74.5,82.7,10.0,49.3,59.3,76.6,,42.0,66.4,71.0,61.8,,64.6,24.2,85.4,84.1
2024,FI1D,FI1D8,21.6,6.9,,36.4,74.6,80.6,9.8,46.9,79.8,79.8,79.7,,58.7,70.0,61.9,55.8,83.0,,82.7,83.2
2025,FI1D,FI1D8,9.0,8.2,90.3,,82.2,77.5,13.0,,67.8,81.0,78.3,44.1,59.7,73.7,59.6,54.1,20.6,20.6,,
2026,FI1D,FI1D8,24.3,,89.5,38.1,71.2,79.1,13.4,52.1,67.4,79.3,77.6,45.3,61.7,74.7,62.1,51.6,84.3,,,84.3
2016,FI1D,FI1D9,72.8,92.3,48.8,75.0,39.0,25.3,41.9,66.3,56.6,77.2,10.7,82.0,78.4,75.2,86.4,26.3,60.0,46.1,57.4,76.4
2017,FI1D,FI1D9,62.6,,52.3,77.4,39.7,24.8,38.6,67.2,56.4,74.7,13.6,81.0,76.4,75.6,83.2,29.5,57.8,42.1,56.2,75.2
2018,FI1D,FI1D9,65.8,86.7,55.2,,41.8,28.5,36.3,66.9,56.6,76.1,13.4,80.4,72.2,75.3,,31.0,58.7,44.5,55.1,76.5
2019,FI1D,FI1D9,45.9,,54.1,,25.0,25.0,,,55.3,73.3,14.4,78.2,78.8,71.8,85.8,,48.7,46.1,51.3,
2020,FI1D,FI1D9,73.1,86.6,50.4,83.1,30.8,28.7,,67.1,76.9,76.9,,,82.2,,82.2,,61.0,,50.3,71.8
2021,FI1D,FI1D9,52.3,,47.7,,41.4,29.2,38.5,66.6,59.5,79.7,18.6,80.2,74.9,71.6,78.3,,71.6,,,71.6
2022,FI1D,FI1D9,76.3,84.7,45.0,89.3,32.2,29.1,,64.8,49.4,,17.9,80.9,72.5,69.8,74.9,27.3,55.2,45.3,48.9,71.4
2023,FI1D,FI1D9,75.2,81.5,49.0,93.1,29.8,27.7,,68.1,80.8,,,80.8,70.2,69.3,71.4,30.0,60.0,,52.2,67.7
2024,FI1D,FI1D9,75.1,79.3,48.1,94.2,27.8,23.9,,68.3,49.7,,21.4,78.0,71.1,71.0,71.2,,55.1,45.9,52.7,66.8
2025,FI1D,FI1D9,74.9,81.2,47.9,91.3,27.2,27.2,,,51.9,79.8,24.0,,72.2,74.1,72.7,30.3,57.1,47.6,55.5,68.3
2026,FI1D,FI1D9,74.7,78.2,47.5,93.3,45.5,,41.1,68.0,,,,,72.2,71.9,75.8,31.2,55.2,45.6,55.5,64.4
2016,FI1D,FI1DA,20.2,3.2,81.0,38.5,50.4,33.5,32.7,,20.2,,31.8,8.6,25.0,59.1,0.2,84.2,52.8,26.2,79.3,
2017,FI1D,FI1DA,9.3,1.0,82.4,,64.1,35.1,36.5,6.3,34.0,64.0,32.9,5.2,26.3,57.9,1.3,80.4,60.7,24.9,76.8,80.5
2018,FI1D,FI1DA,41.5,,,41.5,65.2,35.7,33.0,7.2,31.1,60.2,,2.0,29.1,61.2,2.8,76.6,81.2,,78.5,83.8
2019,FI1D,FI1DA,20.3,0.0,81.2,42.0,52.3,38.6,34.0,,32.3,60.8,31.8,4.4,63.5,63.5,,,63.3,29.4,79.5,80.9
2020,FI1D,FI1DA,19.9,0.0,83.0,42.6,79.1,,32.4,9.4,19.0,,34.8,3.2,33.7,67.4,0.0,,63.9,30.0,81.6,80.2
2021,FI1D,FI1DA,19.2,0.0,85.2,42.8,63.6,34.3,35.6,8.0,32.9,59.7,,6.1,32.2,66.4,0.0,69.8,80.3,,78.1,82.6
2022,FI1D,FI1DA,40.3,,,40.3,63.8,30.4,33.8,5.3,31.2,57.6,28.9,7.0,,,,,64.2,33.5,79.7,79.4
2023,FI1D,FI1DA,40.9,,,40.9,63.4,31.7,34.8,6.7,32.5,59.0,30.0,8.6,33.8,67.6,3.6,69.8,64.2,32.5,78.5,81.5
2024,FI1D,FI1DA,21.2,0.0,80.6,44.2,65.3,34.8,33.1,5.9,16.3,,26.3,6.3,46.2,64.5,,72.0,64.4,28.7,80.6,83.8
2025,FI1D,FI1DA,22.7,1.9,81.3,47.6,65.0,32.9,,3.0,31.1,63.2,26.2,4.0,33.5,61.6,7.6,68.6,55.6,30.9,,80.3
2026,FI1D,FI1DA,10.8,0.4,78.7,,52.4,32.8,27.9,,43.6,60.3,27.0,,61.4,61.4,,,31.2,31.2,,
2016,FI1D,FI1DB,59.4,67.7,78.8,89.4,39.0,76.4,98.4,,43.4,,20.4,66.4,31.3,23.5,14.7,44.3,38.8,20.7,56.9,
2017,FI1D,FI1DB,60.5,68.2,79.0,92.2,41.5,74.1,97.4,52.2,45.6,,22.2,69.0,28.5,19.6,13.5,47.5,42.7,20.3,53.7,54.2
2018,FI1D,FI1DB,59.3,70.4,81.6,89.1,39.6,71.9,100.0,53.1,59.5,88.4,20.8,69.4,33.6,,14.5,47.3,40.7,19.9,50.0,52.1
2019,FI1D,FI1DB,59.3,73.4,85.0,89.5,72.6,72.6,,,57.2,90.2,24.2,,30.2,20.6,18.3,48.2,41.3,21.7,52.8,49.3
2020,FI1D,FI1DB,80.4,72.3,,88.6,25.1,,100.0,49.9,64.0,93.1,25.0,73.9,29.6,22.4,15.5,49.2,51.2,,56.2,46.2
2021,FI1D,FI1DB,43.6,68.7,81.4,,38.8,70.1,100.0,53.7,64.5,89.6,28.0,76.0,29.4,25.4,12.4,49.5,50.0,,57.0,43.1
2022,FI1D,FI1DB,68.9,68.9,,,39.3,73.2,100.0,55.2,,,,,34.0,,15.8,47.9,39.8,23.5,56.1,
2023,FI1D,FI1DB,43.1,67.0,80.7,,37.1,74.3,100.0,,82.6,87.6,,77.6,53.8,,,46.2,33.5,21.9,,45.0
2024,FI1D,FI1DB,59.9,68.3,77.1,88.5,41.9,77.7,100.0,51.9,65.2,84.0,30.4,81.2,24.0,28.3,19.6,,39.1,20.7,53.1,43.6
2025,FI1D,FI1DB,60.9,71.0,77.8,89.6,43.6,81.4,100.0,50.5,83.5,86.7,,80.2,34.0,31.9,21.0,51.0,38.6,24.0,50.9,40.8
2026,FI1D,FI1DB,54.8,,77.1,86.7,64.5,79.5,,50.6,61.2,85.9,36.5,,32.0,33.2,17.1,54.3,45.3,,53.8,36.9
2016,FI1D,FI1DC,27.2,38.5,90.5,33.7,94.6,93.0,3.8,,45.9,45.9,,,62.2,39.6,84.9,,37.9,15.5,81.9,16.4
2017,FI1D,FI1DC,29.9,40.3,88.0,37.4,93.6,92.5,5.3,,41.4,47.7,73.7,2.8,47.9,43.0,88.8,88.0,39.1,18.4,83.2,15.7
